,idx,name,category,closest_known_entity,closest_category,closest_similarity
9470,20088,quartz latite,lithology,quartzite,known_lithology,0.8066532
694,11312,Deccrah limestone,stratigraphic_name,Despatch Limestone,known_stratigraphic_name,0.8065833
2049,12667,Pinkerton Trail Members,stratigraphic_name,Pinkerton Trail Formation,known_stratigraphic_name,0.8065248
1416,12034,Little Valley,stratigraphic_name,Little Valley Formation,known_stratigraphic_name,0.8064922
503,11121,Chouteau,stratigraphic_name,Chouteau Group,known_stratigraphic_name,0.8064817
8143,18761,light-pinkish-gray and white sandstone,lithology,sandstone,known_lithology,0.8064368
7441,18059,gray sandy limestone,lithology,limestone,known_lithology,0.8063661
9095,19713,pebbly sandstone,lithology,sandstone,known_lithology,0.8060578
3505,14123,lies and Williams Fork Formations,stratigraphic_name,Williams Fork Formation,known_stratigraphic_name,0.8059736
5572,16190,bottom muds,lithology,mud,known_lithology,0.8059605
6017,16635,clay or shale,lithology,shale,known_lithology,0.80594915
8957,19575,or redpurple devitrified rhyodacite,lithology,rhyodacite,known_lithology,0.8058335
735,11353,Dietz coal bed,stratigraphic_name,Brickiln Coal Bed,known_stratigraphic_name,0.8058274
3252,13870,coarse sandy limestone,stratigraphic_name,Sandford Limestone,known_stratigraphic_name,0.8058109
1972,12590,Pegmatite,stratigraphic_name,Littlers Pegmatite,known_stratigraphic_name,0.80575585
3735,14353,pegmatite,stratigraphic_name,Littlers Pegmatite,known_stratigraphic_name,0.80575585
5878,16496,cave travertine,lithology,travertine,known_lithology,0.80574477
317,10935,Bullion member of the Monte Cristo dolomite,stratigraphic_name,Monte Cristo Dolomite,known_stratigraphic_name,0.80568784
1979,12597,Pennsylvanian Bird Spring formation,stratigraphic_name,Bird Spring Formation,known_stratigraphic_name,0.8056114
7080,17698,folomitic sandstone,lithology,sandstone,known_lithology,0.80558217
938,11556,Freerport limestone,stratigraphic_name,Forgotten Limestone,known_stratigraphic_name,0.80552375
1392,12010,Leokuk limestone-s,stratigraphic_name,Usk Limestone,known_stratigraphic_name,0.8055084
7303,17921,granite gneiss,lithology,granite,known_lithology,0.8055039
5796,16414,calcium carbonate,lithology,carbonate,known_lithology,0.8054624
5993,16611,clastic limestone,lithology,limestone,known_lithology,0.80532193
9455,20073,quartz aonzonite,lithology,quartzite,known_lithology,0.8052857
671,11289,Curtis sandstone,stratigraphic_name,Harding Sandstone,known_stratigraphic_name,0.80528426
5230,15848,argillaceous shale,lithology,shale,known_lithology,0.80527985
1401,12019,Lies Formation,stratigraphic_name,Liard Formation,known_stratigraphic_name,0.80524075
3504,14122,lies Formation,stratigraphic_name,Liard Formation,known_stratigraphic_name,0.80524075
2409,13027,Sewickley coal beds,stratigraphic_name,Brinsley Coal Bed,known_stratigraphic_name,0.8051199
9917,20535,sandy red shale,lithology,shale,known_lithology,0.8051141
852,11470,Evans Creek,stratigraphic_name,Evans Creek Drift,known_stratigraphic_name,0.8050997
604,11222,Cook Mountain strata,stratigraphic_name,Cook Mountain Formation,known_stratigraphic_name,0.8050567
2730,13348,Tosg (welded tuff),stratigraphic_name,Recortado Welded Tuff,known_stratigraphic_name,0.80505514
8897,19515,old soil,lithology,soil,known_lithology,0.8047277
1718,12336,Monterey rocks,stratigraphic_name,Monterey Shale,known_stratigraphic_name,0.80464756
3620,14238,medium-bedded siliceous black shale,stratigraphic_name,Siliceous Shale Member,known_stratigraphic_name,0.8045445
2761,13379,Trout Creek Sandstone Member of the lies Formation,stratigraphic_name,Trout Creek Sandstone Member,known_stratigraphic_name,0.8045291
9613,20231,red siltstone,lithology,siltstone,known_lithology,0.8045186
8424,19042,massive and shaly sandstone,lithology,sandstone,known_lithology,0.8044436
7351,17969,granodiorite porphyry,lithology,granodiorite,known_lithology,0.80440617
5709,16327,buried soil,lithology,soil,known_lithology,0.8041724
1040,11658,Greenbrier lime formation,stratigraphic_name,Greenbrier Formation,known_stratigraphic_name,0.8041717
2667,13285,Tg Granite,stratigraphic_name,Tynong Granite,known_stratigraphic_name,0.8041067
696,11314,Decorah,stratigraphic_name,Decorah Group,known_stratigraphic_name,0.8041018
1790,12408,New River,stratigraphic_name,New River Formation,known_stratigraphic_name,0.80409104
7407,18025,gravelly sand,lithology,sand,known_lithology,0.8039633
726,11344,Devonian sandstone,stratigraphic_name,Bedford Sandstone,known_stratigraphic_name,0.80374146
6948,17566,finely crystalline dolomite,lithology,dolomite,known_lithology,0.8035922
4136,14754,y member of the Brussels formation,stratigraphic_name,Brussels Formation,known_stratigraphic_name,0.8035141
7368,17986,granule,lithology,granulite,known_lithology,0.80350995
3021,13639,Wyodak coal bed,stratigraphic_name,Wyrley Bottom Coal Bed,known_stratigraphic_name,0.80346894
8199,18817,limestone unit,lithology,limestone,known_lithology,0.80335677
7435,18053,gray mud,lithology,mud,known_lithology,0.80319715
282,10900,Brewster-Arnold coal bed,stratigraphic_name,Rowhurst Coal Bed,known_stratigraphic_name,0.80311954
10217,20835,silty argillite,lithology,argillite,known_lithology,0.80303407
2108,12726,Pocono,stratigraphic_name,Pocono Group,known_stratigraphic_name,0.802985
261,10879,Bowling Green limestone member of the Edgewood,stratigraphic_name,Edgewood Limestone,known_stratigraphic_name,0.80290616
2133,12751,Pottsville sandstone,stratigraphic_name,Colville Sandstone,known_stratigraphic_name,0.8028722
11053,21671,volcanic lithologies,lithology,volcanic,known_lithology,0.8028244
9057,19675,pale-red shale,lithology,shale,known_lithology,0.8026837
6326,16944,core sand,lithology,sand,known_lithology,0.802618
6283,16901,conglomeratic limestone,lithology,limestone,known_lithology,0.8026049
11047,21665,volcanic fragments,lithology,volcanic,known_lithology,0.80257857
4758,15376,Santee Limestone,lithology,limestone,known_lithology,0.802444
3125,13743,ash-fall tuff,stratigraphic_name,Ashdown Tuff,known_stratigraphic_name,0.8024112
8187,18805,limestone for building and agricultural purposes,lithology,limestone,known_lithology,0.8022665
11216,21834,workable coal,lithology,coal,known_lithology,0.8020717
9234,19852,platy white limestone,lithology,limestone,known_lithology,0.8019812
4270,14888,Butano sandstone,lithology,sandstone,known_lithology,0.8019806
10056,20674,shale inclusions,lithology,shale,known_lithology,0.8019749
2694,13312,Tidwell unit,stratigraphic_name,Tidwell Member,known_stratigraphic_name,0.8018817
7281,17899,good coal,lithology,coal,known_lithology,0.8018218
8613,19231,micaceous sand,lithology,sand,known_lithology,0.8017942
8616,19234,micaceous siltstone,lithology,siltstone,known_lithology,0.80178887
8732,19350,more or less sandy limestone,lithology,limestone,known_lithology,0.8017627
8203,18821,limestone-replacement deposits,lithology,limestone,known_lithology,0.8017424
10735,21353,tonalite and granodiorite,lithology,granodiorite,known_lithology,0.80168486
3531,14149,local coal lens,stratigraphic_name,North Toukley Coal Lens,known_stratigraphic_name,0.8015838
2904,13522,Valentine,stratigraphic_name,Valentine Member,known_stratigraphic_name,0.80150586
6918,17536,fine-grained sandstone,lithology,sandstone,known_lithology,0.80148005
1426,12044,Lockport Dolomite of New York,stratigraphic_name,Lockport Dolomite,known_stratigraphic_name,0.80138314
5909,16527,channel sandstones,lithology,sandstone,known_lithology,0.80134606
4050,14668,upper Verde River volcanic field,stratigraphic_name,East Verde River Formation,known_stratigraphic_name,0.80123687
11046,21664,volcanic flows,lithology,volcanic,known_lithology,0.8011136
3544,14162,lower 70 feet of the Burlington limestone,stratigraphic_name,Burlington Limestone,known_stratigraphic_name,0.8011101
8196,18814,limestone replacement,lithology,limestone,known_lithology,0.80108905
10211,20829,siltstone or argillite,lithology,argillite,known_lithology,0.8010502
1836,12454,Odell coal bed,stratigraphic_name,Doxall Coal Bed,known_stratigraphic_name,0.8009739
11185,21803,white platy limestone,lithology,limestone,known_lithology,0.80092597
9358,19976,probably limestone or shale,lithology,limestone,known_lithology,0.8008802
9106,19724,pegmatite deposit,lithology,pegmatite,known_lithology,0.80087024
91,10709,Abrigo limestone (Cambrian),stratigraphic_name,Abrigo Limestone,known_stratigraphic_name,0.8008544
9617,20235,red-gray-green-banded limestone,lithology,limestone,known_lithology,0.800784
2268,12886,Red Rim,stratigraphic_name,Red Rim Member,known_stratigraphic_name,0.800746
2124,12742,Pottsville,stratigraphic_name,Pottsville Group,known_stratigraphic_name,0.80065167
10489,21107,subbituminous coal,lithology,coal,known_lithology,0.80064285
4447,15065,Granite-gneiss,lithology,granite,known_lithology,0.8006321
8615,19233,micaceous shaly sandstone,lithology,sandstone,known_lithology,0.8006283
1214,11832,Jackfork,stratigraphic_name,Jackfork Group,known_stratigraphic_name,0.80047435
9237,19855,pluton,lithology,plutonic,known_lithology,0.80047226
3312,13930,early Pleistocene time,stratigraphic_name,Undifferentiated Upper Pleistocene Formation,known_stratigraphic_name,0.80040777
4284,14902,Carbonate rocks,lithology,carbonate,known_lithology,0.8003992
5851,16469,carbonate rocks,lithology,carbonate,known_lithology,0.8003991
10985,21603,very coarse sand,lithology,sand,known_lithology,0.80036986
412,11030,Carboniferous limestones,stratigraphic_name,Carboniferous Limestone Supergroup,known_stratigraphic_name,0.8002355
434,11052,Catskill and Pocono formations,stratigraphic_name,Catskill Formation,known_stratigraphic_name,0.8002131
1178,11796,Immswiek limestone,stratigraphic_name,Meagher Limestone,known_stratigraphic_name,0.8001906
6775,17393,felsite porphyry,lithology,felsite,known_lithology,0.8001867
727,11345,Devonian sedimentary formations,stratigraphic_name,Devon Island Formation,known_stratigraphic_name,0.80016255
1400,12018,Lewis Shale of Late Cretaceous age,stratigraphic_name,Lewis Shale,known_stratigraphic_name,0.79997236
8760,19378,mudflows,lithology,mud,known_lithology,0.7999631
2755,13373,Trm Rhyolite of Mill Creek Summit,stratigraphic_name,Circle Creek Rhyolite,known_stratigraphic_name,0.7998797
6469,17087,deep alluvium,lithology,alluvium,known_lithology,0.79983824
6276,16894,conglomerate zone,lithology,conglomerate,known_lithology,0.79979384
1916,12534,Paleocene Tongue River Formation,stratigraphic_name,Tongue River Formation,known_stratigraphic_name,0.7997766
6914,17532,fine-grained quartzite,lithology,quartzite,known_lithology,0.7995751
9593,20211,red colored sandstone,lithology,sandstone,known_lithology,0.79954416
11071,21689,volcanic terrane,lithology,volcanic,known_lithology,0.7994522
7448,18066,gray siltstone,lithology,siltstone,known_lithology,0.7994496
1728,12346,Morrison,stratigraphic_name,Morrison Formation,known_stratigraphic_name,0.7994484
8114,18732,light gray sandstone,lithology,sandstone,known_lithology,0.79944694
1925,12543,Paleozoic Salmon River assemblage,stratigraphic_name,Salmon River Formation,known_stratigraphic_name,0.79918367
6774,17392,felsite dikes,lithology,felsite,known_lithology,0.79911184
10364,20982,soft weathered basalt,lithology,basalt,known_lithology,0.7990713
3260,13878,conglomerate group,stratigraphic_name,Red Conglomerate Group,known_stratigraphic_name,0.7990502
4269,14887,Burlington limestone,lithology,limestone,known_lithology,0.79898155
1377,11995,Lava rock (`burned'),stratigraphic_name,Burnt Lava Formation,known_stratigraphic_name,0.79898083
3198,13816,brownish black calcareous shale,stratigraphic_name,Calcareous Shale Member,known_stratigraphic_name,0.7988915
862,11480,Fairfield coal group,stratigraphic_name,Fairfield Group,known_stratigraphic_name,0.7988806
10213,20831,siltstone pebbles,lithology,siltstone,known_lithology,0.7988666
3232,13850,coal bed 128,stratigraphic_name,New Coal Bed,known_stratigraphic_name,0.7987709
8471,19089,medium crystalline dolomite,lithology,dolomite,known_lithology,0.79872346
9878,20496,sandstone of the dike,lithology,sandstone,known_lithology,0.7985645
4630,15248,Paleozoic limestone,lithology,limestone,known_lithology,0.7983382
2054,12672,Pitkin formation,stratigraphic_name,Pit Formation,known_stratigraphic_name,0.7982911
10148,20766,siliceous granite,lithology,granite,known_lithology,0.79821527
10990,21608,very dark gray limestone,lithology,limestone,known_lithology,0.798084
2129,12747,Pottsville conglomerate,stratigraphic_name,Pottsville Formation,known_stratigraphic_name,0.798025
3310,13928,early Pleistocene deposits,stratigraphic_name,Undifferentiated Upper Pleistocene Formation,known_stratigraphic_name,0.79798913
9888,20506,sandy and bouldery; gravel,lithology,gravel,known_lithology,0.7979549
3060,13678,[Limestone,stratigraphic_name,Forgotten Limestone,known_stratigraphic_name,0.7979529
5732,16350,calc.areous oozes,lithology,calcareous ooze,known_lithology,0.79787636
695,11313,Decker Sandstone,stratigraphic_name,Walker Sandstone,known_stratigraphic_name,0.79785585
4554,15172,Me seal Limestone,lithology,limestone,known_lithology,0.7978537
6087,16705,coal group,lithology,coal,known_lithology,0.7978394
5073,15691,and claystone,lithology,claystone,known_lithology,0.79776525
2457,13075,Slate Creek-Mill Creek area,stratigraphic_name,Slate Creek Complex,known_stratigraphic_name,0.7977476
3264,13882,conglomeratie limestone,stratigraphic_name,Summit Limestone,known_stratigraphic_name,0.797737
11065,21683,volcanic sandstone,lithology,sandstone,known_lithology,0.7977128
1552,12170,McLeansboro epoch,stratigraphic_name,McLeansboro Formation,known_stratigraphic_name,0.79755497
8220,18838,limonitic shale,lithology,shale,known_lithology,0.7975016
9272,19890,porphyritic andesite,lithology,andesite,known_lithology,0.7974851
10844,21462,unburned coal,lithology,coal,known_lithology,0.79736686
5255,15873,arkosic sandstone,lithology,sandstone,known_lithology,0.7972243
2213,12831,Quartz Creek,stratigraphic_name,Tracy Creek Quartz Latite,known_stratigraphic_name,0.79717815
866,11484,Fayette sandstone,stratigraphic_name,Monroe Creek Sandstone,known_stratigraphic_name,0.7971611
5831,16449,carbonaceous shales,lithology,shale,known_lithology,0.7970243
5672,16290,brown siltstone,lithology,siltstone,known_lithology,0.7970152
2463,13081,Smith coal zone,stratigraphic_name,Smith Coal Bed,known_stratigraphic_name,0.7969917
5070,15688,and chert,lithology,chert,known_lithology,0.79693234
423,11041,Carrizo,stratigraphic_name,Carrizo Formation,known_stratigraphic_name,0.79687685
7446,18064,gray shales,lithology,shale,known_lithology,0.7968263
9892,20510,sandy bituminous shale,lithology,shale,known_lithology,0.79681075
6938,17556,fine-sand,lithology,sand,known_lithology,0.7967981
3659,14277,middle member,stratigraphic_name,Middle House Member,known_stratigraphic_name,0.79671043
8901,19519,older alluvium,lithology,alluvium,known_lithology,0.79659605
2471,13089,Spergen and Warsaw formations,stratigraphic_name,Warsaw Formation,known_stratigraphic_name,0.7965956
619,11237,Cranberry granite,stratigraphic_name,Crosbie Granite,known_stratigraphic_name,0.7965848
687,11305,Dawn,stratigraphic_name,Dawn Member,known_stratigraphic_name,0.7965704
11042,21660,volcanic cone,lithology,volcanic,known_lithology,0.796569
8246,18864,lithic-granite,lithology,granite,known_lithology,0.79648995
10008,20626,sedimentary structures,lithology,sedimentary,known_lithology,0.7964698
9380,19998,pumiceous rhyolite,lithology,rhyolite,known_lithology,0.7964475
1246,11864,Jurassic Morrison Formation,stratigraphic_name,Mount Morrison Formation,known_stratigraphic_name,0.7964284
2385,13003,Scatter Creek intrusions,stratigraphic_name,Scatter Creek Formation,known_stratigraphic_name,0.796407
846,11464,Erussels formation,stratigraphic_name,Erere Formation,known_stratigraphic_name,0.7963934
6871,17489,fine-grained argillite,lithology,argillite,known_lithology,0.7963797
3236,13854,coal beds 112B,stratigraphic_name,Main Coal Bed,known_stratigraphic_name,0.7962458
5632,16250,brecciated zone of quartz monzonite,lithology,quartz monzonite,known_lithology,0.7961155
6247,16865,compact exposed limestone,lithology,limestone,known_lithology,0.7960911
3967,14585,tuff and limestone beds,stratigraphic_name,Cushat Limestone Bed,known_stratigraphic_name,0.795992
411,11029,Carboniferous limestone,stratigraphic_name,Rockland Limestone,known_stratigraphic_name,0.79597557
7794,18412,impure quartzite,lithology,quartzite,known_lithology,0.7959212
2350,12968,San Pablo,stratigraphic_name,San Pablo Group,known_stratigraphic_name,0.7958852
5191,15809,aplite dikes,lithology,aplite,known_lithology,0.7958796
8664,19282,minor clay,lithology,clay,known_lithology,0.79585904
9868,20486,sandstone (Mills bed),lithology,sandstone,known_lithology,0.7958398
458,11076,Challis,stratigraphic_name,Challis Formation,known_stratigraphic_name,0.7957264
3126,13744,ash-flow tuff,stratigraphic_name,Devine Canyon Ash-flow Tuff,known_stratigraphic_name,0.7956433
4122,14740,volcanic rocks,stratigraphic_name,Mineral Hill Volcanics,known_stratigraphic_name,0.79555875
8868,19486,normal granite,lithology,granite,known_lithology,0.7954376
11069,21687,volcanic sequence,lithology,volcanic,known_lithology,0.7954157
9683,20301,rhyodacite flows,lithology,rhyodacite,known_lithology,0.79540676
10238,20856,silty shale,lithology,shale,known_lithology,0.7953048
6525,17143,diabase intrusive,lithology,diabase,known_lithology,0.79522187
3511,14129,lignite formation,stratigraphic_name,Lignite Creek Formation,known_stratigraphic_name,0.79518247
5648,16266,brown and buff sandstone,lithology,sandstone,known_lithology,0.7951148
9695,20313,rhyolite dikes,lithology,rhyolite,known_lithology,0.79504275
4732,15350,Rhyolite dikes,lithology,rhyolite,known_lithology,0.7950427
3608,14226,marble,stratigraphic_name,Murphy Marble,known_stratigraphic_name,0.79491425
1511,12129,Marble,stratigraphic_name,Murphy Marble,known_stratigraphic_name,0.79491425
9846,20464,sand grains,lithology,sand,known_lithology,0.7948952
3593,14211,lower tuff,stratigraphic_name,Lowcray Tuff,known_stratigraphic_name,0.7948706
10281,20899,slightly oolitic limestone,lithology,limestone,known_lithology,0.79485774
5386,16004,bedded graywacke,lithology,graywacke,known_lithology,0.7946716
8907,19525,older gravels,lithology,gravel,known_lithology,0.7946637
5226,15844,argillaceous rock,lithology,argillite,known_lithology,0.79462695
7074,17692,foliated pegmatite,lithology,pegmatite,known_lithology,0.79461056
6085,16703,coal field,lithology,coal,known_lithology,0.79459316
2952,13570,Warsa'v formation,stratigraphic_name,Warra Warringa Formation,known_stratigraphic_name,0.794588
9112,19730,pegmatitic material,lithology,pegmatite,known_lithology,0.79455054
2991,13609,Williams,stratigraphic_name,Williams Formation,known_stratigraphic_name,0.7945055
9480,20098,quartz monzonite-granodiorite intrusive body,lithology,quartz monzonite,known_lithology,0.79449815
2346,12964,San Lorenzo (Oligocene),stratigraphic_name,San Lorenzo Formation,known_stratigraphic_name,0.7944827
395,11013,Carbona Formations,stratigraphic_name,Carbonera Formation,known_stratigraphic_name,0.79441506
7678,18296,horn,lithology,hornfels,known_lithology,0.7943641
3269,13887,dacite and andesite,stratigraphic_name,Dagworth Andesite,known_stratigraphic_name,0.794237
5225,15843,argillaceous quartzite,lithology,quartzite,known_lithology,0.79414266
3705,14323,oil shale section,stratigraphic_name,Establishment Shale,known_stratigraphic_name,0.79405624
7941,18559,jellylike peat,lithology,peat,known_lithology,0.79390764
3830,14448,sand,stratigraphic_name,Gale Sand,known_stratigraphic_name,0.79386854
6441,17059,dark-gray phyllite,lithology,phyllite,known_lithology,0.79385746
7398,18016,gravel hi alluvium,lithology,gravel,known_lithology,0.79378235
5657,16275,brown dolomite,lithology,dolomite,known_lithology,0.79369843
418,11036,Carmel,stratigraphic_name,Carmel Member,known_stratigraphic_name,0.793527
222,10840,Bigford,stratigraphic_name,Bigford Formation,known_stratigraphic_name,0.793327
3993,14611,tuffs of Camas Creek and Black Mountain,stratigraphic_name,Fish Creek Mountains Tuff,known_stratigraphic_name,0.7931807
4667,15285,Plattin limestone,lithology,limestone,known_lithology,0.79316247
6979,17597,fire clay,lithology,clay,known_lithology,0.7931009
4410,15028,Fire clay,lithology,clay,known_lithology,0.79310083
9538,20156,quartzose,lithology,quartzite,known_lithology,0.7930876
3882,14500,soapstone,stratigraphic_name,Soapstone Formation,known_stratigraphic_name,0.7929613
5944,16562,cherty limestone,lithology,limestone,known_lithology,0.79288554
1809,12427,No. 4 cap limestone,stratigraphic_name,Black Cap Limestone,known_stratigraphic_name,0.7927955
9842,20460,sand beds,lithology,sand,known_lithology,0.792794
8925,19543,one very thin nonpersistent limestone,lithology,limestone,known_lithology,0.79272944
1130,11748,Hogback Mountain Tongues,stratigraphic_name,North Hogback Tongue,known_stratigraphic_name,0.79269475
8152,18770,lignite deposits,lithology,lignite,known_lithology,0.7925735
1313,11931,Klondike Mountain flows,stratigraphic_name,Klondike Mountain Formation,known_stratigraphic_name,0.792532
6336,16954,cream-colored dense limestone,lithology,limestone,known_lithology,0.79253054
8142,18760,light-pinkish dolomite,lithology,dolomite,known_lithology,0.79233813
1209,11827,J oli~t limestone,stratigraphic_name,Olney Limestone,known_stratigraphic_name,0.7923075
10,10628,'lower' coal group,stratigraphic_name,Lower Block Coal Member,known_stratigraphic_name,0.79229903
5435,16053,bentonitic mudstones,lithology,bentonite,known_lithology,0.7922549
6027,16645,clay soils,lithology,soil,known_lithology,0.7921793
1108,11726,Helderberg Group (Coeymans Limestone,stratigraphic_name,Helderberg Limestone,known_stratigraphic_name,0.79210943
9460,20078,quartz crystals,lithology,quartzite,known_lithology,0.7920561
10084,20702,shaly sandstone,lithology,sandstone,known_lithology,0.79204154
1520,12138,Marine black shale basinal setting,stratigraphic_name,Black Bog Shale,known_stratigraphic_name,0.79203457
7300,17918,granite breccia,lithology,granite,known_lithology,0.7920253
2446,13064,Silurian limestones,stratigraphic_name,Sierrite Limestone,known_stratigraphic_name,0.79199886
9527,20145,quartzite (Xq),lithology,quartzite,known_lithology,0.7919774
11160,21778,well-rounded quartzite,lithology,quartzite,known_lithology,0.79194367
10761,21379,travertine deposits,lithology,travertine,known_lithology,0.79189444
5550,16168,blue shale,lithology,shale,known_lithology,0.7918525
9479,20097,quartz monzonite of Warm Lake,lithology,quartz monzonite,known_lithology,0.79184556
1102,11720,Haynesville Shale,stratigraphic_name,Fayetteville Shale,known_stratigraphic_name,0.7917811
9881,20499,sandstone post,lithology,sandstone,known_lithology,0.79172
3984,14602,tuff of Ellis Creek (Te),stratigraphic_name,Oak Creek Tuff,known_stratigraphic_name,0.7916046
5638,16256,brier limestone,lithology,limestone,known_lithology,0.79144883
1941,12559,Paleozoic shale,stratigraphic_name,Severy Shale,known_stratigraphic_name,0.79134583
2986,13604,Wildcat coal bed,stratigraphic_name,Cockloft Coal Bed,known_stratigraphic_name,0.7912054
7309,17927,granite porphyry,lithology,granite,known_lithology,0.79120123
4069,14687,upper member of the Meseal Limestone,stratigraphic_name,Mescal Limestone,known_stratigraphic_name,0.79118776
1704,12322,Monkeymeyer sandstone,stratigraphic_name,Bushberg Sandstone,known_stratigraphic_name,0.79088944
498,11116,Chico conglomerate,stratigraphic_name,Chico Formation,known_stratigraphic_name,0.79087913
2399,13017,Sentinel Butte shale member,stratigraphic_name,Sentinel Butte Formation,known_stratigraphic_name,0.7908404
6437,17055,dark-gray laminar limestone,lithology,limestone,known_lithology,0.79079825
8328,18946,mafic sills,lithology,mafic,known_lithology,0.7907611
7399,18017,gravel layer,lithology,gravel,known_lithology,0.7907559
5240,15858,argillite beds,lithology,argillite,known_lithology,0.790736
10407,21025,spheroidal basalt,lithology,basalt,known_lithology,0.79065114
4863,15481,Tuscarora Quartzite,lithology,quartzite,known_lithology,0.7906337
4332,14950,Conococheague limestone,lithology,limestone,known_lithology,0.790624
9468,20086,quartz grains,lithology,quartzite,known_lithology,0.7904551
1713,12331,Monterey diatomaceous shale,stratigraphic_name,Monterey Shale,known_stratigraphic_name,0.7904427
1868,12486,Ordovician Ramshorn Slate,stratigraphic_name,Ramshorn Slate,known_stratigraphic_name,0.7904383
7634,18252,high-calcium limestone,lithology,limestone,known_lithology,0.79036486
485,11103,Chester,stratigraphic_name,Chester Group,known_stratigraphic_name,0.7903402
6448,17066,dark-gray siltstone,lithology,siltstone,known_lithology,0.79033524
8638,19256,migmatitic leucogranite,lithology,leucogranite,known_lithology,0.7902799
4913,15531,a wedge of weathered lignite,lithology,lignite,known_lithology,0.79027265
6044,16662,clayey siltstone,lithology,siltstone,known_lithology,0.7899511
6098,16716,coal-bearing shale,lithology,shale,known_lithology,0.7898388
9536,20154,quartzitic phyllite,lithology,phyllite,known_lithology,0.7897698
11044,21662,volcanic cover,lithology,volcanic,known_lithology,0.78973925
1539,12157,Mauch Chunk shale,stratigraphic_name,Pencleuch Shale,known_stratigraphic_name,0.7897201
6410,17028,dark gray siltstone,lithology,siltstone,known_lithology,0.7896559
816,11434,Eocene Challis Volcanic Group,stratigraphic_name,Challis Volcanic Group,known_stratigraphic_name,0.7895986
3553,14171,lower Permian,stratigraphic_name,Permian Basal Breccia,known_stratigraphic_name,0.7895487
3837,14455,sandstone vicinity of Santa Cruz,stratigraphic_name,Santa Ana Sandstone,known_stratigraphic_name,0.78953254
610,11228,Corral Creek cauldron segment,stratigraphic_name,Corral Creek Formation,known_stratigraphic_name,0.78952265
3155,13773,basic pegmatite,stratigraphic_name,Littlers Pegmatite,known_stratigraphic_name,0.78932595
9493,20111,quartz silt,lithology,quartzite,known_lithology,0.789215
8173,18791,limestone and chert,lithology,limestone,known_lithology,0.7891598
1129,11747,Hogback Mountain Tongue of the Menefee,stratigraphic_name,North Hogback Tongue,known_stratigraphic_name,0.78914654
4604,15222,Noix oolite,lithology,oolite,known_lithology,0.78897905
1457,12075,Lower Helderberg,stratigraphic_name,Helderberg Member,known_stratigraphic_name,0.7889731
10059,20677,shale partings,lithology,shale,known_lithology,0.7889233
1880,12498,Orinda,stratigraphic_name,Orinda Formation,known_stratigraphic_name,0.7888979
6340,16958,crinoidal-limestones,lithology,limestone,known_lithology,0.7888574
9586,20204,red and green shales,lithology,shale,known_lithology,0.78881973
6408,17026,dark gray shale,lithology,shale,known_lithology,0.7888026
5974,16592,chocolate-brown shale,lithology,shale,known_lithology,0.7887964
4434,15052,Glendive lignite,lithology,lignite,known_lithology,0.788787
2294,12912,Roan gneiss,stratigraphic_name,Redan Gneiss,known_stratigraphic_name,0.788718
3889,14507,stratified drift,stratigraphic_name,Whitestone Stratified Drift,known_stratigraphic_name,0.7886868
2524,13142,Stratified drift,stratigraphic_name,Whitestone Stratified Drift,known_stratigraphic_name,0.7886868
9700,20318,rhyolite porphyry,lithology,rhyolite,known_lithology,0.788653
7302,17920,granite fragments,lithology,granite,known_lithology,0.7885528
6209,16827,coarsely crystalline limestone,lithology,limestone,known_lithology,0.7885244
1683,12301,Mississippian limestones,stratigraphic_name,Louisiana Limestone,known_stratigraphic_name,0.7885188
10033,20651,sericitized granite,lithology,granite,known_lithology,0.78845894
8034,18652,latitic breccia,lithology,breccia,known_lithology,0.78837776
4111,14729,various formations,stratigraphic_name,Battle Formation,known_stratigraphic_name,0.78835905
5102,15720,and metagraywacke,lithology,metagraywacke,known_lithology,0.788303
2084,12702,Pleistocene deposits,stratigraphic_name,Undifferentiated Upper Pleistocene Formation,known_stratigraphic_name,0.7882472
10904,21522,upland gravel,lithology,gravel,known_lithology,0.78824574
1506,12124,Maquoketa,stratigraphic_name,Maquoketa Formation,known_stratigraphic_name,0.7882056
6433,17051,dark-gray dolomite,lithology,dolomite,known_lithology,0.788185
3229,13847,coal bed 118-118A,stratigraphic_name,Plean No.1 Coal Bed,known_stratigraphic_name,0.7881293
2607,13225,Ten-sleep Sandstone,stratigraphic_name,Tenino Sandstone,known_stratigraphic_name,0.7881068
6143,16761,coarse sands,lithology,sand,known_lithology,0.7879901
7788,18406,impure lignite,lithology,lignite,known_lithology,0.7878648
6443,17061,dark-gray shale,lithology,shale,known_lithology,0.7878494
7395,18013,gravel beds,lithology,gravel,known_lithology,0.78783923
7414,18032,gray and brown sandstone,lithology,sandstone,known_lithology,0.787837
5219,15837,argillaceous limestone,lithology,limestone,known_lithology,0.7876603
5520,16138,black shale facies,lithology,shale,known_lithology,0.7876241
4300,14918,Clay and coal,lithology,coal,known_lithology,0.7875471
4805,15423,Tdc rhyolite,lithology,rhyolite,known_lithology,0.7875248
8530,19148,meta volcanics,lithology,volcanic,known_lithology,0.78750664
3737,14355,pegmatites,stratigraphic_name,Littlers Pegmatite,known_stratigraphic_name,0.7874466
6114,16732,coarse and generally massive sandstone,lithology,sandstone,known_lithology,0.7873629
2,10620,'D' coal bed,stratigraphic_name,Dandy Coal Bed,known_stratigraphic_name,0.787331
